ID,U,X,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y,condition
030,-0.18199226701341334,2.953917912632034,2.7719256456186208,4.748884601934638,1,0.5,4.748884601934638,Treatment
031,0.6898769738601275,3.6339776470413483,4.323854620901476,6.64084344442215,0,0.5,4.323854620901476,Control
032,-0.008066405806160925,4.556752239975568,4.548685834169407,7.327061954157191,0,0.5,4.548685834169407,Control
033,0.32660686836355635,4.2480330858196735,4.57463995418323,7.198656497093066,1,0.5,7.198656497093066,Treatment
034,-0.9276897713279456,3.50044942155595,2.5727596502280043,4.82298436100598,1,0.5,4.82298436100598,Treatment
035,-0.22365165949509608,3.277713898436894,3.054062238941798,5.1929191881602454,1,0.5,5.1929191881602454,Treatment
036,0.33582315412658714,2.6657272571119193,3.0015504112385063,4.834414039794466,0,0.5,3.0015504112385063,Control
037,0.2988591303361734,3.9453671054656385,4.244226235801812,6.716909788534632,1,0.5,6.716909788534632,Treatment
038,-0.26403565340967516,3.893924139578579,3.629888486168904,6.076850555958193,1,0.5,6.076850555958193,Treatment
039,-0.22431233696594272,4.33503343395158,4.110721096985637,6.778237813961427,0,0.5,4.110721096985637,Control
040,-0.35095124405261763,3.832907533058249,3.4819562890056317,5.898410055534756,1,0.5,5.898410055534756,Treatment
041,0.6373395455178734,2.7113054055372308,3.348644951055104,5.204297653823719,1,0.5,5.204297653823719,Treatment
042,0.38040956887196875,2.693795623788044,3.074205192660013,4.921103004554034,0,0.5,3.074205192660013,Control
043,0.2394434584325649,3.644377890486399,3.8838213489189637,6.206010294162163,1,0.5,6.206010294162163,Treatment
044,-0.0776379047943749,2.0433522506642943,1.9657143458699193,3.4873904712020667,1,0.5,3.4873904712020667,Treatment
045,-0.6689224405424297,4.306842355754779,3.6379199152123496,6.2913410930897395,0,0.5,3.6379199152123496,Control
046,-0.6017327324294255,3.680746826210565,3.079014093781139,5.419387506886421,0,0.5,3.079014093781139,Control
047,0.2132743715042762,4.3153144410353,4.528588812539576,7.186246033057226,0,0.5,4.528588812539576,Control
048,0.3220755044213696,4.010746547464274,4.3328220518856435,6.8381953256177805,1,0.5,6.8381953256177805,Treatment
049,-0.5713361524916667,1.94319409148175,1.3718579389900833,2.8434549847309585,1,0.5,2.8434549847309585,Treatment
050,0.936069470677331,3.4387356953624537,4.374805166039785,6.5941730137210115,1,0.5,6.5941730137210115,Treatment
051,0.5936228435271755,3.7469530383539644,4.34057588188114,6.714052401058122,1,0.5,6.714052401058122,Treatment
052,0.7481519064539808,2.810669857967216,3.5588217644211966,5.464156693404805,0,0.5,3.5588217644211966,Control
053,0.5566635787705678,3.5934675602322086,4.150131139002776,6.44686491911888,0,0.5,4.150131139002776,Control
054,-0.02644497830325563,2.846786237569644,2.820341259266389,4.743734378051211,1,0.5,4.743734378051211,Treatment
055,0.6792520069551125,2.985325211724232,3.6645772186793444,5.65723982454146,0,0.5,3.6645772186793444,Control
056,0.5103009632452157,2.5240015543552112,3.034302517600427,4.796303294778033,1,0.5,4.796303294778033,Treatment
057,0.5784989857588849,3.75993249383888,4.338431479597765,6.718397726517205,0,0.5,4.338431479597765,Control
058,1.0175085702235989,2.431976569727587,3.449485139951186,5.16547342481498,1,0.5,5.16547342481498,Treatment
059,-0.17944531511285322,1.7405464624746323,1.561101147361779,2.931374378599095,0,0.5,1.561101147361779,Control
060,-1.0235809330594519,2.7173943607191955,1.6938134276597436,3.5525106080193414,1,0.5,3.5525106080193414,Treatment
061,0.1866872585463322,2.9817764975716696,3.168463756118002,5.159352004903837,0,0.5,3.168463756118002,Control
062,-0.8370540003253021,2.3385993068613846,1.5015453065360824,3.1708449599667747,1,0.5,3.1708449599667747,Treatment
063,0.049372987608607394,2.694867292298476,2.7442402799070833,4.5916739260563215,0,0.5,2.7442402799070833,Control
064,-0.3303492944368446,3.4905383331616804,3.1601890387248357,5.405458205305676,0,0.5,3.1601890387248357,Control
065,0.2515170881264173,2.1630367640177117,2.414553852144129,3.9960722341529853,0,0.5,2.414553852144129,Control
066,0.007776308908209236,4.269275103855666,4.277051412763875,6.911688964691708,1,0.5,6.911688964691708,Treatment
067,-0.459938523990065,1.4576152261039732,0.9976767021139081,2.226484315165895,1,0.5,2.226484315165895,Treatment
068,0.15014593373960158,3.009099056584741,3.1592449903243423,5.1637945186167125,1,0.5,5.1637945186167125,Treatment
069,-0.3054009245706332,3.084835035653189,2.779434111082556,4.82185162890915,0,0.5,2.779434111082556,Control
070,-0.05929911332552538,1.3415984119948021,1.2822992986692767,2.453098504666678,0,0.5,1.2822992986692767,Control
071,0.48044044515931233,1.6388144976526893,2.1192549428120016,3.4386621916383464,0,0.5,2.1192549428120016,Control
072,-0.20303154894921427,2.8845689622833177,2.6815374133341034,4.623821894475762,1,0.5,4.623821894475762,Treatment
073,0.8185452559070527,2.702852346363122,3.521397602270175,5.372823775451735,0,0.5,3.521397602270175,Control
074,-1.0206488625297063,3.597590780055003,2.5769419175252968,4.875737307552798,1,0.5,4.875737307552798,Treatment
075,-0.2211295622156166,2.4736322535979953,2.2525026913823787,3.989318818181377,1,0.5,3.989318818181377,Treatment
076,-0.15913792815631825,2.244687337159584,2.085549409003266,3.7078930775830576,1,0.5,3.7078930775830576,Treatment
077,-0.2237220060448193,3.8482966623243264,3.624574656279507,6.04872298744167,1,0.5,6.04872298744167,Treatment
078,0.09689410476106572,3.490954279815713,3.587848384576779,5.833325524484635,1,0.5,5.833325524484635,Treatment
079,-0.26612920609216634,4.169413695464446,3.9032844893722793,6.487991337104502,0,0.5,3.9032844893722793,Control
080,-0.27449875740466734,2.9962592587446593,2.721760501339992,4.719890130712321,0,0.5,2.721760501339992,Control
081,0.3949474442063155,2.235358249735989,2.6303056939423044,4.247984818810299,0,0.5,2.6303056939423044,Control
082,-0.5987673892912228,3.803878938108233,3.20511154881701,5.607051017871126,1,0.5,5.607051017871126,Treatment
083,-0.40106907120538343,2.967590540014982,2.5665214688095985,4.55031673881709,1,0.5,4.55031673881709,Treatment
084,0.2206557471089754,2.135051364480848,2.3557071115898234,3.9232327938302474,1,0.5,3.9232327938302474,Treatment
085,0.5063280210834147,3.4319157536889957,3.9382437747724106,6.1542016516169085,1,0.5,6.1542016516169085,Treatment
086,0.4991528080782261,3.204417056560286,3.7035698646385122,5.805778392918655,0,0.5,3.7035698646385122,Control
087,-0.019531683087483424,3.1425926580571506,3.1230609749696674,5.194357303998243,1,0.5,5.194357303998243,Treatment
088,0.35648238584035025,2.2912753135013832,2.6477576993417333,4.293395356092425,0,0.5,2.6477576993417333,Control
089,-0.1881823479264374,2.496211377300307,2.30802902937387,4.0561347180240235,1,0.5,4.0561347180240235,Treatment
090,0.4723315552661446,2.181891111060809,2.6542226663269535,4.245168221857358,1,0.5,4.245168221857358,Treatment
091,-0.1761095850042402,2.686435815267236,2.510326230262996,4.3535441378966135,1,0.5,4.3535441378966135,Treatment
092,-0.5896269602951248,2.8599476951553005,2.2703207348601757,4.2002945824378255,0,0.5,2.2703207348601757,Control
093,0.3421124697346956,2.1319635278548548,2.4740759975895505,4.0400577615169775,0,0.5,2.4740759975895505,Control
094,-0.4429855631722566,3.406942785901684,2.9639572227294275,5.16742861568027,1,0.5,5.16742861568027,Treatment
095,0.9062593694481252,1.0615783470661802,1.9678377165143055,2.9986268900473956,0,0.5,1.9678377165143055,Control
096,-0.20579291501262947,4.601861654418644,4.396068739406014,7.196999566615336,0,0.5,4.396068739406014,Control
097,0.2149462820404382,6.663629810624386,6.878576092664824,10.710390997977017,0,0.5,6.878576092664824,Control
098,-0.20867151529908107,3.197247673703576,2.988576158404495,5.087199995256283,0,0.5,2.988576158404495,Control
099,-0.6634107709340525,3.3361024838066182,2.672691712872566,4.840742954775875,1,0.5,4.840742954775875,Treatment
100,0.29846756028491034,4.961120857730489,5.259588418015399,8.240148846880643,1,0.5,8.240148846880643,Treatment
