class,n_per_class,class_shock,student,student_shock,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y,condition
08,16,891.003233942503,108,227.90261958330558,1118.9058535258087,1218.9058535258087,1,0.5,1218.9058535258087,Treatment
08,16,891.003233942503,109,89.50392724997575,980.5071611924787,1080.5071611924789,1,0.5,1080.5071611924789,Treatment
08,16,891.003233942503,110,248.72818275350627,1139.7314166960093,1239.7314166960093,1,0.5,1239.7314166960093,Treatment
08,16,891.003233942503,111,35.76326146398025,926.7664954064833,1026.7664954064833,1,0.5,1026.7664954064833,Treatment
08,16,891.003233942503,112,-6.895377990148652,884.1078559523544,984.1078559523544,1,0.5,984.1078559523544,Treatment
08,16,891.003233942503,113,-49.352423918149775,841.6508100243533,941.6508100243533,1,0.5,941.6508100243533,Treatment
08,16,891.003233942503,114,126.9792676006303,1017.9825015431334,1117.9825015431334,1,0.5,1117.9825015431334,Treatment
09,12,796.1074129042325,115,86.41832556528136,882.525738469514,982.525738469514,0,0.5,882.525738469514,Control
09,12,796.1074129042325,116,-349.07805760383894,447.0293553003936,547.0293553003936,0,0.5,447.0293553003936,Control
09,12,796.1074129042325,117,5.93937191654821,802.0467848207808,902.0467848207808,0,0.5,802.0467848207808,Control
09,12,796.1074129042325,118,14.076291317852185,810.1837042220848,910.1837042220848,0,0.5,810.1837042220848,Control
09,12,796.1074129042325,119,-129.22228856695588,666.8851243372767,766.8851243372767,0,0.5,666.8851243372767,Control
09,12,796.1074129042325,120,-126.40524669414452,669.7021662100881,769.7021662100881,0,0.5,669.7021662100881,Control
09,12,796.1074129042325,121,-66.79531975099955,729.312093153233,829.312093153233,0,0.5,729.312093153233,Control
09,12,796.1074129042325,122,70.80596715855887,866.9133800627915,966.9133800627915,0,0.5,866.9133800627915,Control
09,12,796.1074129042325,123,-109.8059930143281,686.3014198899044,786.3014198899044,0,0.5,686.3014198899044,Control
09,12,796.1074129042325,124,-187.2873304409117,608.8200824633209,708.8200824633209,0,0.5,608.8200824633209,Control
09,12,796.1074129042325,125,-4.816158643285202,791.2912542609473,891.2912542609473,0,0.5,791.2912542609473,Control
09,12,796.1074129042325,126,-194.29430123077412,601.8131116734585,701.8131116734585,0,0.5,601.8131116734585,Control
10,14,930.1891891379545,127,219.30328268453886,1149.4924718224934,1249.4924718224934,0,0.5,1149.4924718224934,Control
10,14,930.1891891379545,128,55.93122601335381,986.1204151513083,1086.1204151513084,0,0.5,986.1204151513083,Control
10,14,930.1891891379545,129,-147.8904784786417,782.2987106593127,882.2987106593129,0,0.5,782.2987106593127,Control
10,14,930.1891891379545,130,-34.826931822246934,895.3622573157076,995.3622573157077,0,0.5,895.3622573157076,Control
10,14,930.1891891379545,131,-52.140155077529585,878.0490340604249,978.049034060425,0,0.5,878.0490340604249,Control
10,14,930.1891891379545,132,273.84305869287175,1204.0322478308262,1304.0322478308262,0,0.5,1204.0322478308262,Control
10,14,930.1891891379545,133,-143.02341487633691,787.1657742616176,887.1657742616177,0,0.5,787.1657742616176,Control
10,14,930.1891891379545,134,128.27986897143148,1058.469058109386,1158.469058109386,0,0.5,1058.469058109386,Control
10,14,930.1891891379545,135,-197.0481275158729,733.1410616220816,833.1410616220817,0,0.5,733.1410616220816,Control
10,14,930.1891891379545,136,48.62567494990499,978.8148640878595,1078.8148640878596,0,0.5,978.8148640878595,Control
10,14,930.1891891379545,137,6.602098340992941,936.7912874789474,1036.7912874789477,0,0.5,936.7912874789474,Control
10,14,930.1891891379545,138,-86.00965992017032,844.1795292177842,944.1795292177843,0,0.5,844.1795292177842,Control
10,14,930.1891891379545,139,-21.586880317960944,908.6023088199936,1008.6023088199937,0,0.5,908.6023088199936,Control
10,14,930.1891891379545,140,-151.66013578220432,778.5290533557502,878.5290533557503,0,0.5,778.5290533557502,Control
11,10,956.6139250627541,141,221.1822584380383,1177.7961835007925,1277.7961835007925,0,0.5,1177.7961835007925,Control
11,10,956.6139250627541,142,-12.14282814519209,944.471096917562,1044.471096917562,0,0.5,944.471096917562,Control
11,10,956.6139250627541,143,-83.71819880234722,872.895726260407,972.895726260407,0,0.5,872.895726260407,Control
11,10,956.6139250627541,144,151.7510419274029,1108.364966990157,1208.364966990157,0,0.5,1108.364966990157,Control
11,10,956.6139250627541,145,99.47713261674761,1056.0910576795018,1156.0910576795018,0,0.5,1056.0910576795018,Control
11,10,956.6139250627541,146,72.58926317326028,1029.2031882360143,1129.2031882360143,0,0.5,1029.2031882360143,Control
11,10,956.6139250627541,147,14.752725614833073,971.3666506775871,1071.3666506775871,0,0.5,971.3666506775871,Control
11,10,956.6139250627541,148,-175.87372273163768,780.7402023311164,880.7402023311164,0,0.5,780.7402023311164,Control
11,10,956.6139250627541,149,83.24972672926775,1039.8636517920218,1139.8636517920218,0,0.5,1039.8636517920218,Control
11,10,956.6139250627541,150,-95.73843808511177,860.8754869776424,960.8754869776424,0,0.5,860.8754869776424,Control
12,13,1054.4169742040583,151,149.0027556401466,1203.419729844205,1303.419729844205,0,0.5,1203.419729844205,Control
12,13,1054.4169742040583,152,-154.19555112646336,900.221423077595,1000.221423077595,0,0.5,900.221423077595,Control
12,13,1054.4169742040583,153,63.2527060647414,1117.6696802687998,1217.6696802687998,0,0.5,1117.6696802687998,Control
12,13,1054.4169742040583,154,-23.2485703799386,1031.1684038241197,1131.1684038241197,0,0.5,1031.1684038241197,Control
12,13,1054.4169742040583,155,-4.638889564856816,1049.7780846392016,1149.7780846392016,0,0.5,1049.7780846392016,Control
12,13,1054.4169742040583,156,-3.499808141059375,1050.9171660629988,1150.9171660629988,0,0.5,1050.9171660629988,Control
12,13,1054.4169742040583,157,217.9202770280517,1272.33725123211,1372.33725123211,0,0.5,1272.33725123211,Control
12,13,1054.4169742040583,158,106.9079421893803,1161.3249163934386,1261.3249163934386,0,0.5,1161.3249163934386,Control
12,13,1054.4169742040583,159,-166.79241504057532,887.624559163483,987.624559163483,0,0.5,887.624559163483,Control
12,13,1054.4169742040583,160,-14.049736351225244,1040.3672378528331,1140.3672378528331,0,0.5,1040.3672378528331,Control
12,13,1054.4169742040583,161,-171.17364405655368,883.2433301475046,983.2433301475046,0,0.5,883.2433301475046,Control
12,13,1054.4169742040583,162,-179.5759190233485,874.8410551807099,974.8410551807099,0,0.5,874.8410551807099,Control
12,13,1054.4169742040583,163,-319.23504394047626,735.181930263582,835.181930263582,0,0.5,735.181930263582,Control
13,17,1057.6403445264173,164,-20.117993691914272,1037.522350834503,1137.522350834503,1,0.5,1137.522350834503,Treatment
13,17,1057.6403445264173,165,66.49338934333346,1124.1337338697508,1224.1337338697508,1,0.5,1224.1337338697508,Treatment
13,17,1057.6403445264173,166,-101.35076217160203,956.2895823548153,1056.2895823548151,1,0.5,1056.2895823548151,Treatment
13,17,1057.6403445264173,167,36.23750258725279,1093.87784711367,1193.87784711367,1,0.5,1193.87784711367,Treatment
13,17,1057.6403445264173,168,10.032009456156972,1067.6723539825744,1167.6723539825744,1,0.5,1167.6723539825744,Treatment
13,17,1057.6403445264173,169,-215.13034879344596,842.5099957329713,942.5099957329713,1,0.5,942.5099957329713,Treatment
13,17,1057.6403445264173,170,110.83876172576717,1168.4791062521845,1268.4791062521845,1,0.5,1268.4791062521845,Treatment
13,17,1057.6403445264173,171,152.22037239287698,1209.8607169192942,1309.8607169192942,1,0.5,1309.8607169192942,Treatment
13,17,1057.6403445264173,172,219.15914828233377,1276.799492808751,1376.799492808751,1,0.5,1376.799492808751,Treatment
13,17,1057.6403445264173,173,338.56211088033916,1396.2024554067564,1496.2024554067564,1,0.5,1496.2024554067564,Treatment
13,17,1057.6403445264173,174,-186.50327559031504,871.1370689361022,971.1370689361022,1,0.5,971.1370689361022,Treatment
13,17,1057.6403445264173,175,-29.198526435218323,1028.441818091199,1128.441818091199,1,0.5,1128.441818091199,Treatment
13,17,1057.6403445264173,176,30.64766459375622,1088.2880091201735,1188.2880091201735,1,0.5,1188.2880091201735,Treatment
13,17,1057.6403445264173,177,30.32226171476546,1087.9626062411828,1187.9626062411828,1,0.5,1187.9626062411828,Treatment
13,17,1057.6403445264173,178,-81.00279252539838,976.6375520010189,1076.6375520010188,1,0.5,1076.6375520010188,Treatment
13,17,1057.6403445264173,179,-28.89749533540127,1028.742849191016,1128.742849191016,1,0.5,1128.742849191016,Treatment
13,17,1057.6403445264173,180,78.98003242148316,1136.6203769479005,1236.6203769479005,1,0.5,1236.6203769479005,Treatment
14,13,1067.7560279162185,181,-199.1723187176332,868.5837091985853,968.5837091985853,0,0.5,868.5837091985853,Control
14,13,1067.7560279162185,182,77.12663291679362,1144.882660833012,1244.882660833012,0,0.5,1144.882660833012,Control
14,13,1067.7560279162185,183,197.43846252793261,1265.1944904441511,1365.1944904441511,0,0.5,1265.1944904441511,Control
14,13,1067.7560279162185,184,260.4287131163417,1328.1847410325602,1428.1847410325602,0,0.5,1328.1847410325602,Control
14,13,1067.7560279162185,185,202.166939107463,1269.9229670236814,1369.9229670236814,0,0.5,1269.9229670236814,Control
14,13,1067.7560279162185,186,-447.26901173227424,620.4870161839442,720.4870161839442,0,0.5,620.4870161839442,Control
14,13,1067.7560279162185,187,23.160766615776907,1090.9167945319955,1190.9167945319955,0,0.5,1090.9167945319955,Control
14,13,1067.7560279162185,188,155.5435553700795,1223.299583286298,1323.299583286298,0,0.5,1223.299583286298,Control
14,13,1067.7560279162185,189,112.32464895320318,1180.0806768694217,1280.0806768694217,0,0.5,1180.0806768694217,Control
14,13,1067.7560279162185,190,353.41507953999945,1421.171107456218,1521.171107456218,0,0.5,1421.171107456218,Control
14,13,1067.7560279162185,191,-183.68825794784053,884.067769968378,984.067769968378,0,0.5,884.067769968378,Control
14,13,1067.7560279162185,192,-158.3025703259063,909.4534575903122,1009.4534575903122,0,0.5,909.4534575903122,Control
14,13,1067.7560279162185,193,-72.88018672725643,994.8758411889621,1094.875841188962,0,0.5,994.8758411889621,Control
15,11,885.3654300599806,194,-14.423938343276896,870.9414917167037,970.9414917167037,0,0.5,870.9414917167037,Control
15,11,885.3654300599806,195,-123.17225722249003,762.1931728374905,862.1931728374905,0,0.5,762.1931728374905,Control
15,11,885.3654300599806,196,130.26408877827902,1015.6295188382596,1115.6295188382596,0,0.5,1015.6295188382596,Control
15,11,885.3654300599806,197,118.70221545187626,1004.0676455118568,1104.0676455118569,0,0.5,1004.0676455118568,Control
15,11,885.3654300599806,198,-167.19667368776882,718.1687563722118,818.1687563722118,0,0.5,718.1687563722118,Control
15,11,885.3654300599806,199,70.56135091733553,955.9267809773161,1055.9267809773162,0,0.5,955.9267809773161,Control
15,11,885.3654300599806,200,51.04798092146714,936.4134109814477,1036.4134109814477,0,0.5,936.4134109814477,Control
15,11,885.3654300599806,201,9.458385722509005,894.8238157824895,994.8238157824895,0,0.5,894.8238157824895,Control
15,11,885.3654300599806,202,334.949508884482,1220.3149389444625,1320.3149389444625,0,0.5,1220.3149389444625,Control
15,11,885.3654300599806,203,15.612944854142155,900.9783749141227,1000.9783749141227,0,0.5,900.9783749141227,Control
15,11,885.3654300599806,204,-39.55341628743588,845.8120137725447,945.8120137725447,0,0.5,845.8120137725447,Control
16,16,937.4478059420721,205,128.3230848601631,1065.7708908022353,1165.7708908022353,0,0.5,1065.7708908022353,Control
16,16,937.4478059420721,206,76.15365483095303,1013.6014607730251,1113.601460773025,0,0.5,1013.6014607730251,Control
16,16,937.4478059420721,207,32.7171259554695,970.1649318975417,1070.1649318975417,0,0.5,970.1649318975417,Control
16,16,937.4478059420721,208,85.45450467523219,1022.9023106173044,1122.9023106173042,0,0.5,1022.9023106173044,Control
16,16,937.4478059420721,209,30.509966228357445,967.9577721704296,1067.9577721704295,0,0.5,967.9577721704296,Control
16,16,937.4478059420721,210,82.287626337661,1019.7354322797331,1119.7354322797332,0,0.5,1019.7354322797331,Control
16,16,937.4478059420721,211,346.30267024662464,1283.7504761886967,1383.7504761886967,0,0.5,1283.7504761886967,Control
16,16,937.4478059420721,212,-150.03670582116862,787.4111001209035,887.4111001209035,0,0.5,787.4111001209035,Control
16,16,937.4478059420721,213,181.68138342744984,1119.129189369522,1219.129189369522,0,0.5,1119.129189369522,Control
16,16,937.4478059420721,214,96.53732936933103,1033.9851353114032,1133.9851353114032,0,0.5,1033.9851353114032,Control
16,16,937.4478059420721,215,-60.83177116676693,876.6160347753053,976.6160347753053,0,0.5,876.6160347753053,Control
16,16,937.4478059420721,216,142.2283839191537,1079.6761898612258,1179.6761898612258,0,0.5,1079.6761898612258,Control
16,16,937.4478059420721,217,-99.89706775654095,837.5507381855311,937.5507381855311,0,0.5,837.5507381855311,Control
16,16,937.4478059420721,218,-192.65976370623196,744.7880422358402,844.7880422358402,0,0.5,744.7880422358402,Control
16,16,937.4478059420721,219,134.72791279401164,1072.1757187360838,1172.1757187360838,0,0.5,1072.1757187360838,Control
16,16,937.4478059420721,220,-127.55961205642738,809.8881938856448,909.8881938856448,0,0.5,809.8881938856448,Control
17,13,975.5942851983583,221,223.1485045334687,1198.742789731827,1298.7427897318269,1,0.5,1298.7427897318269,Treatment
17,13,975.5942851983583,222,-174.9222807181522,800.6720044802062,900.6720044802059,1,0.5,900.6720044802059,Treatment
17,13,975.5942851983583,223,160.02894855371682,1135.623233752075,1235.623233752075,1,0.5,1235.623233752075,Treatment
17,13,975.5942851983583,224,187.57775998310106,1163.1720451814595,1263.1720451814592,1,0.5,1263.1720451814592,Treatment
17,13,975.5942851983583,225,-153.8899787477712,821.7043064505871,921.704306450587,1,0.5,921.704306450587,Treatment
17,13,975.5942851983583,226,0.3697951175838784,975.9640803159422,1075.964080315942,1,0.5,1075.964080315942,Treatment
17,13,975.5942851983583,227,309.6357741168177,1285.230059315176,1385.2300593151758,1,0.5,1385.2300593151758,Treatment
17,13,975.5942851983583,228,337.4959153385674,1313.0902005369257,1413.0902005369255,1,0.5,1413.0902005369255,Treatment
17,13,975.5942851983583,229,147.1617612180868,1122.756046416445,1222.756046416445,1,0.5,1222.756046416445,Treatment
17,13,975.5942851983583,230,69.75236452463123,1045.3466497229895,1145.3466497229895,1,0.5,1145.3466497229895,Treatment
17,13,975.5942851983583,231,112.22119507505946,1087.8154802734177,1187.8154802734177,1,0.5,1187.8154802734177,Treatment
17,13,975.5942851983583,232,121.45255501876224,1097.0468402171205,1197.0468402171205,1,0.5,1197.0468402171205,Treatment
17,13,975.5942851983583,233,-71.68795953646467,903.9063256618937,1003.9063256618936,1,0.5,1003.9063256618936,Treatment
18,12,945.6095273924012,234,9.152622130025973,954.7621495224272,1054.762149522427,1,0.5,1054.762149522427,Treatment
18,12,945.6095273924012,235,35.091213776483606,980.7007411688849,1080.7007411688846,1,0.5,1080.7007411688846,Treatment
18,12,945.6095273924012,236,47.930635778545366,993.5401631709466,1093.5401631709465,1,0.5,1093.5401631709465,Treatment
18,12,945.6095273924012,237,75.22896893024054,1020.8384963226417,1120.8384963226417,1,0.5,1120.8384963226417,Treatment
18,12,945.6095273924012,238,-3.4597125097588775,942.1498148826423,1042.1498148826422,1,0.5,1042.1498148826422,Treatment
18,12,945.6095273924012,239,21.59190561482301,967.2014330072242,1067.201433007224,1,0.5,1067.201433007224,Treatment
